store,item,mean_demand,std_demand,min_demand,max_demand
6,9,39.460021905805036,11.469735796102563,12,81
6,10,55.56516976998905,15.601804335368005,14,115
6,11,53.031763417305584,14.9833909456812,16,106
6,12,52.872398685651696,14.833491703107816,14,108
6,13,64.32475355969332,17.957215837210533,20,121
6,14,44.61555312157722,12.781581746421852,12,93
6,15,66.66867469879519,18.202792924235936,23,126
6,16,19.617196056955095,6.464631701628874,2,45
6,17,25.058598028477547,7.719774643987141,5,55
6,18,63.72562979189485,17.677003721277227,18,129
6,19,30.484118291347208,9.331579596730068,5,61
6,20,36.19660460021906,10.577526420542362,11,75
6,21,30.82420591456736,9.344387227461947,8,66
6,22,61.030668127053666,16.87508145222163,22,121
6,23,22.246440306681272,7.33455330972153,4,45
6,24,50.508214676889374,14.370791853948237,16,103
6,25,61.36418400876232,17.02894904428843,21,131
6,26,36.157721796276014,10.44931868061912,11,76
6,27,16.809419496166484,5.9213881186654005,2,42
6,28,66.460569550931,18.147186068258108,17,134
6,29,53.251916757940855,14.727294914617136,20,106
6,30,30.665936473165388,9.255882135638872,8,65
6,31,44.63088718510405,12.803792630819155,11,91
6,32,33.443044906900326,9.955148091213022,9,75
6,33,52.67250821467689,14.814139116405205,15,112
6,34,19.657721796276014,6.563371841533242,3,49
6,35,49.97152245345016,14.142533131638608,16,101
6,36,58.86199342825849,16.514322921582746,20,123
6,37,22.43209200438116,7.2085215708602846,4,50
6,38,61.31818181818182,16.894485383214114,19,123
6,39,33.369660460021905,10.030405260649658,8,72
6,40,22.180175246440307,7.425823964942412,3,51
6,41,16.60733844468784,5.902563253963172,2,37
6,42,27.893209200438115,8.686635169736418,7,60
6,43,39.034501642935375,11.368035610514049,9,80
6,44,22.322562979189485,7.1889950297052865,4,51
6,45,61.14293537787513,17.187853211177124,19,118
6,46,44.539978094194964,12.931676762505742,13,94
6,47,16.708652792990144,5.753141049675685,3,41
6,48,39.052573932092,11.413545255048998,11,82
6,49,22.181270536692224,7.05372725536444,5,51
6,50,50.516429353778754,14.141942032443026,15,111
7,1,15.159364731653888,5.374349268699093,1,40
7,2,40.717962760131435,11.68086483056135,10,80
7,3,25.53121577217963,8.22527746797625,7,60
7,4,15.35815991237678,5.325964491329923,2,34
7,5,12.733844468784227,4.731280252574303,1,31
7,6,40.70372398685652,11.973182698536855,11,81
7,7,40.70974808324206,11.776925814283352,11,84
7,8,53.72398685651698,14.759977157343643,15,107
7,9,35.90197152245345,10.534573293073308,6,78
7,10,51.1566265060241,14.357952401413218,18,100
7,11,48.393209200438115,13.693907770397605,14,99
7,12,48.54874041621029,13.971794721067424,12,101
7,13,58.547645125958375,16.137429560115628,20,117
7,14,41.02245345016429,11.67608677664056,13,80
7,15,61.13910186199343,16.893488542574964,20,122
7,16,17.754107338444687,6.122162488164282,3,45
7,17,22.82475355969332,7.292853365672892,4,50
7,18,58.74589266155531,16.190308181468872,18,115
7,19,28.180175246440307,8.852388342505776,6,61
7,20,33.2513691128149,10.012584453555004,9,75
7,21,28.210843373493976,8.603211420184111,8,58
7,22,56.02354874041621,15.851260481475785,14,112
7,23,20.243702081051477,6.82045885147181,3,44
7,24,45.7447973713034,12.831790051723965,14,95
7,25,56.3986856516977,15.748811772452717,18,115
7,26,33.01807228915663,9.99962748934831,8,68
7,27,15.213581599123767,5.4785611137822885,3,40
7,28,61.104052573932094,17.064169462884976,16,120
7,29,48.51807228915663,13.521366219664268,15,96
7,30,28.07995618838992,8.72371437783384,5,65
7,31,41.015334063526836,12.100618588200684,10,89
7,32,30.66867469879518,9.33934227224974,5,61
7,33,48.33515881708653,13.844120116871979,16,102
7,34,17.981380065717413,6.168206902799626,2,39
7,35,46.04874041621029,13.217395389347065,12,109
7,36,53.555312157721794,15.155177486332203,18,106
7,37,20.249726177437022,6.6993405875908145,3,46
7,38,55.81982475355969,15.220961076057588,15,114
7,39,30.61062431544359,9.239526581250415,7,67
7,40,20.39485213581599,6.804523540135719,3,47
7,41,15.471522453450165,5.359565468359592,2,41
7,42,25.43592552026287,7.984402716044822,7,59
7,43,35.426067907995616,10.562236146791626,12,71
7,44,20.44633077765608,6.8795205478133825,3,45
7,45,55.90580503833516,15.873503354610094,18,107
7,46,40.82858707557503,12.10224359941317,12,79
7,47,15.479189485213581,5.432207815765583,2,38
7,48,35.62431544359255,10.650057055459854,9,71
7,49,20.40635268346112,6.827121028596754,3,44
7,50,45.8236582694414,13.334992959873242,13,92
8,1,26.98357064622125,8.676326067986395,7,59
8,2,71.6566265060241,19.52144875629902,25,145
8,3,45.07612267250821,12.790330657491102,14,104
8,4,26.948521358159912,8.324552265146751,7,56
8,5,22.427710843373493,7.196610992028768,4,47
8,6,71.95837897042716,19.744405648484822,26,140
8,7,71.73055859802848,19.32974760240622,29,141
8,8,94.46111719605696,25.4148024963656,29,176
8,9,63.19331872946331,17.532291280033675,21,134
8,10,89.81818181818181,23.90352339895077,32,174
8,11,85.4972617743702,22.89306273230243,34,170
8,12,85.64403066812706,22.856006913255527,28,158
8,13,103.81982475355969,27.25720940041439,35,199
8,14,71.60295728368017,19.488516380210577,18,141
8,15,108.04764512595838,28.265442910817473,39,200
8,16,31.50985761226725,9.66139961394118,6,70
8,17,40.2907995618839,11.429559979848444,11,79
8,18,103.82037239868565,27.502478913396,43,193
8,19,49.446878422782035,14.007499893418348,17,96
8,20,58.0460021905805,15.910229944456349,21,127
8,21,49.65334063526834,13.960601404444139,17,105
8,22,98.91456736035049,26.362475121373723,31,184
8,23,35.991785323110626,10.62462574437966,9,75
8,24,81.20700985761226,22.081316099770508,28,156
8,25,99.24479737130339,26.217170736198288,32,178
8,26,58.62212486308872,16.469902248805912,22,114
8,27,27.04435925520263,8.335414031028883,8,56
8,28,107.8132530120482,28.37897465278865,40,204
8,29,85.23165388828039,23.2961988833767,29,172
8,30,49.22015334063527,14.14138971987375,15,99
8,31,71.97754654983571,19.56583658624771,24,159
8,32,54.00492880613363,15.226598134910258,18,111
8,33,85.34501642935378,23.130133813251263,31,167
8,34,31.730558598028477,9.547327958117497,7,74
8,35,80.8433734939759,21.787506849006252,28,150
8,36,94.3658269441402,25.047654609271856,37,173
8,37,36.02738225629792,10.926369532972076,10,73
8,38,98.94797371303396,26.352427638972006,34,176
8,39,53.74589266155531,15.108377322277466,18,107
8,40,35.995618838992335,10.536042899162517,10,72
8,41,27.03614457831325,8.433514825128436,6,60
8,42,45.14403066812705,12.902311992759703,12,92
8,43,62.9802847754655,17.260982848759195,22,121
8,44,36.194414019715225,10.490386545576719,11,75
8,45,98.94140197152245,26.390458321464607,34,191
8,46,72.00492880613362,19.58046210490206,27,139
8,47,27.150054764512596,8.339931506388147,7,61
8,48,62.73713033953998,17.534683009786256,20,130
8,49,36.03504928806134,10.776274214345829,10,72
8,50,80.97207009857613,21.771158193403636,29,154
9,1,23.325848849945235,7.6877101685237434,4,51
9,2,61.792442497261774,16.908202365609956,22,126
9,3,38.53504928806134,11.469799698375612,9,80
9,4,23.150054764512596,7.593540333172657,6,51
9,5,19.272179627601314,6.473115179211064,4,43
9,6,61.41237677984666,17.214210126898887,19,125
9,7,61.812157721796275,17.05829762497516,16,119
9,8,81.28751369112815,22.184729479731182,28,158
9,9,54.10569550930997,15.157738667624576,16,110
9,10,77.105147864184,20.93724231962572,24,148
9,11,73.16867469879519,19.632431208949164,25,137
9,12,73.4052573932092,20.050786334172663,27,140
9,13,88.51150054764513,23.628659849747464,32,178
9,14,61.45837897042716,17.0873555237632,19,123
9,15,93.13745892661555,24.610616907203017,30,172
9,16,26.997809419496168,8.455199947820969,8,58
9,17,34.7486308871851,10.515054350193179,9,74
9,18,88.61062431544359,24.079846104822487,33,187
9,19,42.58762322015334,12.197203368766775,12,82
9,20,49.943044906900326,14.08133081876751,16,100
9,21,42.575027382256295,12.266676571461355,13,95
9,22,84.86308871851041,22.803625909468284,30,169
9,23,30.88170865279299,9.41390545566616,10,62
9,24,69.46604600219058,18.7241605675682,26,129
9,25,85.13691128148959,23.09835755507874,28,164
9,26,50.13307776560789,14.044794523491616,15,94
9,27,23.3723986856517,7.53558749175498,4,55
9,28,92.78751369112815,25.049403846154824,27,195
9,29,73.18784227820372,20.305995741842224,26,141
9,30,42.54819277108434,12.387140018100405,12,87
9,31,61.604052573932094,16.806859819499394,13,128
9,32,46.40470974808324,13.32020649591402,10,92
9,33,73.15991237677984,19.97328771732113,20,141
9,34,27.07393209200438,8.464883760461563,4,56
9,35,69.57667031763417,18.827810473034575,19,126
9,36,81.44797371303396,21.88164374260337,28,156
9,37,30.84830230010953,9.392593401977212,6,64
9,38,84.6434830230011,23.100197561249377,32,165
9,39,46.27437020810515,13.442633885051274,12,97
9,40,30.697152245345016,9.340426941392654,9,62
9,41,23.191128148959475,7.506939119625289,6,55
9,42,38.643483023001096,11.421702664327869,7,81
9,43,54.15279299014239,15.341810911947285,15,111
9,44,30.968236582694413,9.330232425177504,8,60
9,45,85.09364731653888,23.252974313317864,30,161
9,46,62.010952902519165,17.15556191518441,19,120
9,47,23.00328587075575,7.443374558194393,5,54
9,48,53.976998904709745,15.206217797362376,16,106
9,49,31.052573932092006,9.61947091936473,5,69
9,50,69.30832420591457,18.910393075926923,22,136
10,1,24.736035049288063,7.941593949726497,4,54
10,2,65.56681270536693,17.670753623329382,26,120
10,3,41.113362541073386,12.219623426567681,11,80
10,4,24.721248630887185,7.768468601511454,3,55
10,5,20.637458926615555,6.746363721088281,4,42
10,6,65.61226725082146,17.92754802529398,21,135
10,7,65.80777656078861,18.040070005222688,20,129
10,8,86.17688937568455,23.332895994055235,27,169
10,9,57.886637458926614,16.122910338490772,21,120
10,10,82.23220153340635,22.046893317626733,32,156
10,11,78.27217962760132,21.43874008163066,26,146
10,12,78.05859802847755,21.533468439146052,26,147
10,13,94.68455640744797,25.040551270691005,30,181
10,14,66.10021905805039,18.184332559566734,22,129
10,15,98.99069003285871,25.993917536482538,33,183
10,16,28.690032858707557,8.84566478751972,8,59
10,17,37.11281489594742,11.01587298430158,11,77
10,18,94.71960569550932,24.888160117538227,32,175
10,19,45.36473165388828,12.92119610898522,13,91
10,20,53.23986856516977,14.90868897277108,19,101
10,21,45.23274917853231,13.209960575659503,12,88
10,22,90.53121577217962,24.116097286445555,33,164
10,23,33.100219058050385,9.977746744078704,8,69
10,24,74.31763417305586,20.338259676623476,20,146
10,25,90.49507119386638,24.130495179572378,27,166
10,26,53.71741511500548,14.91565668536938,19,102
10,27,24.701533406352684,7.778943679617702,5,57
10,28,98.76615553121577,26.15116381717615,34,187
10,29,78.23767798466594,20.75335718350436,22,149
10,30,45.53669222343921,13.098364252597163,14,100
10,31,65.94906900328587,17.975756328208433,24,135
10,32,49.3433734939759,14.058852908628534,17,96
10,33,78.36473165388828,21.470248146265018,28,153
10,34,28.806133625410734,8.935917099706058,7,59
10,35,73.6434830230011,20.268889818932877,24,138
10,36,86.62650602409639,23.26449793502978,30,164
10,37,32.77601314348302,9.863156553160644,9,69
10,38,90.1013143483023,23.92502280207404,31,166
10,39,49.40087623220153,14.02507653578177,12,93
10,40,32.97809419496166,9.8495288467471,7,67
10,41,24.65498357064622,7.837131137443303,6,54
10,42,41.22289156626506,12.23774272167601,10,84
10,43,57.94249726177437,16.032586033168553,17,121
10,44,32.916757940854325,9.774872656761099,6,65
10,45,90.69058050383352,24.329137815403847,31,171
10,46,66.04654983570646,18.114991041085577,23,125
10,47,24.755750273822564,7.924820195777996,6,56
10,48,57.814895947426066,15.898538484224654,21,120
10,49,33.032311062431546,10.091610340218422,6,69
10,50,74.03723986856517,19.937566492372508,24,150
