store,item,mean_demand,std_demand,min_demand,max_demand,safety_stock,reorder_point
2,17,42.568455640744794,12.276136624995903,11,83,53.4,351.4
2,18,108.1171960569551,28.581274836103475,39,208,124.4,881.2
2,19,51.81982475355969,14.432644169475548,17,99,62.8,425.5
2,20,60.97809419496166,16.97613350895492,19,118,73.9,500.7
2,21,51.75629791894852,14.69314540724072,16,109,63.9,426.2
2,22,103.00985761226724,27.06205777961805,34,214,117.8,838.8
2,23,37.56900328587076,11.089123526909509,11,81,48.3,311.2
2,24,84.78258488499452,22.555607828050007,32,156,98.2,691.6
2,25,103.42606790799562,27.69147556057566,38,193,120.5,844.5
2,26,61.10350492880613,17.03288419126739,20,119,74.1,501.8
2,27,28.338992332968235,8.836200874140442,6,59,38.5,236.8
2,28,112.63800657174151,29.526526010870963,43,206,128.5,917.0
2,29,88.973713033954,23.452998619221862,33,173,102.1,724.9
2,30,51.82530120481928,14.83877318497906,16,115,64.6,427.4
2,31,75.27656078860898,20.380803979487027,27,158,88.7,615.6
2,32,56.7552026286966,15.876191799940829,18,119,69.1,466.4
2,33,89.31161007667032,24.056323109956264,32,169,104.7,729.9
2,34,33.09145673603505,9.781439699200009,8,79,42.6,274.2
2,35,84.66265060240964,22.91380146132052,28,168,99.7,692.4
2,36,98.77053669222344,25.99461329735309,40,188,113.1,804.5
2,37,37.359255202628695,10.991711163157817,8,74,47.8,309.3
2,38,103.24917853231106,27.084663038841015,36,188,117.9,840.6
2,39,56.164293537787515,15.769516491552617,18,112,68.6,461.8
2,40,37.57064622124863,11.073091823924942,9,74,48.2,311.2
2,41,28.069550930996716,8.513781479806589,5,59,37.1,233.5
2,42,47.36801752464403,13.564916315369606,14,96,59.0,390.6
2,43,65.78532311062432,17.806260968444878,21,126,77.5,538.0
2,44,37.785870755750274,11.121034628755176,12,78,48.4,312.9
2,45,103.38116100766705,27.366740257019277,32,205,119.1,842.8
2,46,75.21960569550932,20.568588075171416,28,150,89.5,616.0
2,47,28.187842278203725,8.623592046243944,5,61,37.5,234.8
2,48,66.02847754654984,18.064276700011135,18,128,78.6,540.8
2,49,37.71193866374589,11.18498209714685,10,77,48.7,312.7
2,50,84.62212486308871,22.877772500961928,29,164,99.6,691.9
3,1,25.07009857612267,7.897390843010359,4,52,34.4,209.9
3,2,66.80449069003286,18.47746058541778,19,131,80.4,548.0
3,3,41.7710843373494,11.909759167435247,14,79,51.8,344.2
3,4,25.116100766703177,7.981533022570805,3,54,34.7,210.5
3,5,20.857612267250826,6.841332049638906,3,43,29.8,175.8
3,6,67.00711938663746,18.51132060071489,24,136,80.6,549.6
3,7,66.64786418400877,18.324899994798123,22,123,79.7,546.3
3,8,87.51752464403067,23.59180191032694,31,178,102.7,715.3
3,9,58.486856516977,15.81956798600342,16,108,68.8,478.3
3,10,83.38773274917854,22.43318829554403,29,158,97.6,681.3
3,11,79.29134720700986,21.377327681138716,30,169,93.0,648.1
3,12,79.08378970427164,21.30547784954365,23,155,92.7,646.3
3,13,96.21467688937568,25.708032396050186,34,186,111.9,785.4
3,14,66.84118291347207,18.37204462182285,21,126,80.0,547.8
3,15,100.42332968236585,26.84261349539768,41,196,116.8,819.8
3,16,29.142935377875137,8.881493576305653,5,61,38.7,242.7
3,17,37.75301204819277,11.014103248773782,10,70,47.9,312.2
3,18,96.0909090909091,25.547237033577854,30,176,111.2,783.8
3,19,45.85432639649507,13.180833964956966,15,92,57.4,378.3
3,20,54.24370208105148,15.028312140554428,14,112,65.4,445.1
3,21,45.95564074479737,13.114989999428564,12,92,57.1,378.8
3,22,91.84556407447974,24.491770483321005,28,183,106.6,749.5
3,23,33.38992332968237,9.936907117539716,7,71,43.2,277.0
3,24,75.1538882803943,20.356248509146813,26,146,88.6,614.7
3,25,91.8395399780942,24.18567429725542,36,181,105.3,748.1
3,26,54.19496166484118,15.357807235879088,15,105,66.8,446.2
3,27,25.09090909090909,8.026835439517933,6,53,34.9,210.6
3,28,100.1434830230011,26.219791828562155,37,189,114.1,815.1
3,29,79.68181818181819,21.508254374231495,28,153,93.6,651.4
3,30,45.948521358159915,13.15115831155976,15,85,57.2,378.9
3,31,66.97426067907996,18.42787926986206,21,136,80.2,549.0
3,32,50.039430449069,14.459185088685278,15,97,62.9,413.2
3,33,79.12924424972618,21.167039489347523,26,151,92.1,646.0
3,34,29.092004381161008,8.837979787257979,6,64,38.5,242.1
3,35,74.62322015334064,19.878573519912717,25,143,86.5,608.9
3,36,87.75848849945235,23.733480119671167,28,163,103.3,717.6
3,37,33.4408543263965,10.04401579534419,8,68,43.7,277.8
3,38,91.87185104052574,24.760640586834672,28,182,107.8,750.9
3,39,50.17305585980285,14.25311913660858,17,104,62.0,413.2
3,40,33.56900328587076,10.26535083269662,9,67,44.7,279.7
3,41,24.98904709748083,7.956449299005421,5,55,34.6,209.5
3,42,41.7973713033954,12.325828264308909,12,87,53.6,346.2
3,43,58.19769989047097,15.954655443569925,18,112,69.4,476.8
3,44,33.38608981380066,10.173745600877837,6,70,44.3,278.0
3,45,91.85104052573932,24.468570648929287,32,169,106.5,749.4
3,46,66.74808324205915,18.246863018685044,23,129,79.4,546.6
3,47,25.120481927710845,7.956026198015487,5,55,34.6,210.5
3,48,58.700985761226725,16.47205584270759,18,117,71.7,482.6
3,49,33.25958378970427,10.157147622569736,11,68,44.2,277.0
3,50,74.95837897042716,19.909890662500903,25,147,86.6,611.4
4,1,22.93866374589266,7.348809626448035,4,54,32.0,192.6
4,2,61.71522453450165,17.163227923210616,13,133,74.7,506.7
4,3,38.54819277108434,11.3758759177708,9,80,49.5,319.3
4,4,23.086527929901425,7.432042016893025,6,54,32.3,193.9
4,5,19.525191675794087,6.621068124851542,4,49,28.8,165.5
4,6,61.27053669222344,16.89156967124068,22,113,73.5,502.4
4,7,61.62541073384447,17.121288213951008,19,117,74.5,505.9
4,8,80.81982475355969,21.98978246348033,26,155,95.7,661.4
4,9,54.04381161007667,15.17710054196546,16,111,66.0,444.4
4,10,77.04764512595838,20.800248350388312,26,154,90.5,629.9
4,11,73.40087623220154,20.32430973871155,25,145,88.4,602.3
4,12,73.10295728368017,19.882705970997375,24,150,86.5,598.2
4,13,88.60460021905806,23.66821487279393,30,169,103.0,723.2
4,14,61.75684556407448,17.017509748611335,20,127,74.1,506.4
4,15,92.6538882803943,24.40032851107405,36,180,106.2,754.8
4,16,27.176889375684556,8.414725017089681,5,63,36.6,226.9
4,17,34.55202628696605,10.452123268667409,7,70,45.5,287.4
4,18,88.50164293537787,23.637334006675143,32,166,102.9,722.4
4,19,42.43592552026287,12.375074446398363,11,89,53.9,350.9
4,20,50.02245345016429,14.01361528566214,18,96,61.0,411.1
4,21,42.29463307776561,12.135704988336032,11,93,52.8,348.9
4,22,84.6341730558598,22.342926650024857,33,151,97.2,689.7
4,23,30.737130339539977,9.346007060756731,7,64,40.7,255.8
4,24,69.11938663745893,18.83444780056869,24,137,82.0,565.8
4,25,85.02245345016429,22.64351586293122,31,156,98.5,693.7
4,26,49.90197152245345,14.326284931781364,13,99,62.3,411.7
4,27,23.11171960569551,7.334109061519842,4,48,31.9,193.7
4,28,92.552573932092,24.77253730101431,29,186,107.8,755.7
4,29,73.24370208105148,20.267019603339666,27,144,88.2,600.9
4,30,42.48849945235487,12.17084453544732,9,95,53.0,350.4
4,31,61.30887185104053,16.625871838728198,14,116,72.4,501.5
4,32,46.06297918948521,13.4015692680221,13,93,58.3,380.8
4,33,73.37842278203723,19.53755091643753,26,141,85.0,598.7
4,34,27.00109529025192,8.602898454206038,5,58,37.4,226.4
4,35,68.97042716319825,19.151514165494337,25,143,83.3,566.1
4,36,81.02683461117196,21.848741352470448,29,158,95.1,662.3
4,37,30.736582694414015,9.37388667437988,7,65,40.8,256.0
4,38,84.57447973713035,22.751238060615993,25,173,99.0,691.0
4,39,46.168127053669224,13.248052531878413,15,99,57.7,380.8
4,40,30.555312157721797,9.45040155621639,8,62,41.1,255.0
4,41,23.168127053669224,7.40719328259809,6,57,32.2,194.4
4,42,38.53997809419496,11.126509910751023,12,83,48.4,318.2
4,43,54.01861993428258,15.189206097594358,15,108,66.1,444.2
4,44,30.95235487404162,9.280790438527216,7,71,40.4,257.1
4,45,84.68729463307777,22.82964241357652,30,169,99.4,692.2
4,46,61.42004381161008,17.072622101561816,21,119,74.3,504.2
4,47,23.1144578313253,7.48035155254936,4,53,32.6,194.4
4,48,53.76560788608981,15.28128374753698,9,103,66.5,442.9
4,49,30.840635268346112,9.391007790553711,7,67,40.9,256.8
4,50,68.92168674698796,18.84011751708134,23,142,82.0,564.4
5,1,16.739320920043813,5.772960910623246,3,40,25.1,142.3
5,2,44.48849945235487,12.644653610328955,9,87,55.0,366.4
5,3,27.835706462212485,8.662269370743598,8,59,37.7,232.5
5,4,16.776560788608982,5.7014699763632235,2,40,24.8,142.2
5,5,14.086527929901424,5.157270627152052,2,33,22.4,121.0
5,6,44.56462212486309,12.992956460450404,14,97,56.5,368.5
5,7,44.53559693318729,12.855278457459368,13,98,55.9,367.7
5,8,58.565717415115,16.577697741741485,18,120,72.1,482.1
5,9,38.83734939759036,11.438476112007995,10,84,49.8,321.6
5,10,55.509857612267254,15.561707878292282,20,115,67.7,456.3
5,11,52.9802847754655,15.140317042190254,15,109,65.9,436.8
5,12,53.049288061336256,14.84546079925376,18,117,64.6,436.0
5,13,64.3959474260679,17.614575689420686,24,127,76.7,527.4
5,14,44.91237677984666,12.997955166571629,13,87,56.6,371.0
5,15,66.98740416210296,18.345074517868618,20,129,79.8,548.7
5,16,19.38937568455641,6.252326860590423,4,44,27.2,162.9
5,17,25.06736035049288,8.038629838844864,4,54,35.0,210.5
5,18,64.08050383351588,17.41158748062128,23,130,75.8,524.3
5,19,30.704819277108435,9.383807025727268,8,66,40.8,255.8
5,20,36.34775465498357,10.749709796505554,9,70,46.8,301.2
5,21,30.491785323110623,9.445108229576263,7,71,41.1,254.5
5,22,61.38828039430449,16.899083369815234,20,121,73.5,503.3
5,23,22.34884994523549,7.211968081470972,5,49,31.4,187.8
5,24,50.14676889375684,14.286360310593269,16,110,62.2,413.2
5,25,61.20043811610077,17.241279545204712,18,123,75.0,503.4
5,26,36.35596933187295,10.762049505230475,10,79,46.8,301.3
5,27,16.763417305585982,5.848488683178539,3,44,25.5,142.8
5,28,66.98083242059145,18.13076291581344,22,127,78.9,547.8
5,29,52.775465498357065,14.883362796739076,16,99,64.8,434.2
5,30,30.738773274917857,9.223507633740192,6,63,40.1,255.3
5,31,44.698247535596934,12.76872751712705,14,92,55.6,368.5
5,32,33.25739320920044,10.064096641076056,8,70,43.8,276.6
5,33,53.15717415115005,15.192101246508834,15,121,66.1,438.2
5,34,19.64841182913472,6.5748495641649205,2,49,28.6,166.2
5,35,50.1829134720701,14.26586897036533,13,103,62.1,413.4
5,36,58.565717415115,16.308340817653995,16,117,71.0,480.9
5,37,22.289156626506024,7.061969351671529,4,47,30.7,186.8
5,38,61.34830230010953,16.76523604313369,22,118,73.0,502.4
5,39,33.232201533406354,10.114184981278845,9,73,44.0,276.6
5,40,22.109529025191677,7.212245833985544,5,51,31.4,186.2
5,41,16.830777656078862,5.922361168138805,3,39,25.8,143.6
5,42,27.730558598028477,8.496685407891356,5,55,37.0,231.1
5,43,39.1631982475356,11.375565424387142,11,79,49.5,323.6
5,44,22.41511500547645,7.405120140020437,4,63,32.2,189.1
5,45,61.427163198247534,17.085230547237412,18,118,74.4,504.3
5,46,44.734939759036145,12.803118430992232,11,95,55.7,368.9
5,47,16.69934282584885,5.873084145157864,3,40,25.6,142.5
5,48,39.28148959474261,11.462465592145742,8,79,49.9,324.9
5,49,22.37185104052574,7.33557715066888,5,52,31.9,188.5
5,50,50.31927710843374,14.29042905010363,12,104,62.2,414.4
6,1,16.717962760131435,5.626928933018663,2,37,24.5,141.5
6,2,44.53395399780942,12.501975621457854,14,91,54.4,366.1
6,3,27.81106243154436,8.462773163115427,8,61,36.8,231.5
6,4,16.754107338444687,5.856016421254839,0,39,25.5,142.8
6,5,13.893209200438116,5.187877111908688,2,36,22.6,119.8
6,6,44.50383351588171,12.808183881300264,12,89,55.7,367.3
6,7,44.59912376779847,12.809297962819404,11,94,55.7,367.9
6,8,58.3855421686747,16.349380254070606,18,114,71.2,479.8
6,9,39.46002190580504,11.469735796102563,12,81,49.9,326.1
6,10,55.56516976998905,15.601804335368003,14,115,67.9,456.9
6,11,53.031763417305584,14.9833909456812,16,106,65.2,436.4
6,12,52.872398685651696,14.833491703107816,14,108,64.6,434.7
6,13,64.32475355969332,17.957215837210533,20,121,78.1,528.4
6,14,44.61555312157722,12.781581746421852,12,93,55.6,367.9
6,15,66.66867469879519,18.202792924235936,23,126,79.2,545.9
6,16,19.617196056955095,6.464631701628874,2,45,28.1,165.5
6,17,25.058598028477547,7.719774643987141,5,55,33.6,209.0
6,18,63.72562979189485,17.677003721277227,18,129,76.9,523.0
6,19,30.484118291347208,9.331579596730068,5,61,40.6,254.0
6,20,36.19660460021906,10.577526420542362,11,75,46.0,299.4
6,21,30.82420591456736,9.344387227461947,8,66,40.7,256.4
6,22,61.030668127053666,16.87508145222163,22,121,73.4,500.7
6,23,22.246440306681272,7.33455330972153,4,45,31.9,187.6
6,24,50.508214676889374,14.370791853948235,16,103,62.5,416.1
6,25,61.36418400876232,17.02894904428843,21,131,74.1,503.7
6,26,36.157721796276014,10.44931868061912,11,76,45.5,298.6
6,27,16.809419496166484,5.9213881186654005,2,42,25.8,143.4
6,28,66.460569550931,18.147186068258108,17,134,79.0,544.2
6,29,53.251916757940855,14.727294914617136,20,106,64.1,436.9
6,30,30.665936473165388,9.255882135638872,8,65,40.3,254.9
6,31,44.63088718510405,12.803792630819157,11,91,55.7,368.1
6,32,33.443044906900326,9.955148091213022,9,75,43.3,277.4
6,33,52.67250821467689,14.814139116405205,15,112,64.5,433.2
6,34,19.657721796276014,6.563371841533242,3,49,28.6,166.2
6,35,49.97152245345016,14.142533131638608,16,101,61.5,411.3
6,36,58.86199342825849,16.514322921582746,20,123,71.9,483.9
6,37,22.43209200438116,7.2085215708602846,4,50,31.4,188.4
6,38,61.31818181818182,16.894485383214114,19,123,73.5,502.7
6,39,33.369660460021905,10.030405260649658,8,72,43.7,277.2
6,40,22.180175246440307,7.425823964942412,3,51,32.3,187.6
6,41,16.60733844468784,5.902563253963172,2,37,25.7,141.9
6,42,27.893209200438115,8.686635169736418,7,60,37.8,233.1
6,43,39.034501642935375,11.368035610514047,9,80,49.5,322.7
6,44,22.322562979189485,7.1889950297052865,4,51,31.3,187.5
6,45,61.14293537787513,17.187853211177124,19,118,74.8,502.8
6,46,44.53997809419496,12.931676762505742,13,94,56.3,368.1
6,47,16.708652792990144,5.753141049675685,3,41,25.0,142.0
6,48,39.052573932092,11.413545255048998,11,82,49.7,323.0
6,49,22.181270536692224,7.05372725536444,5,51,30.7,186.0
6,50,50.516429353778754,14.141942032443026,15,111,61.5,415.2
7,1,15.159364731653888,5.374349268699093,1,40,23.4,129.5
7,2,40.717962760131435,11.68086483056135,10,80,50.8,335.9
7,3,25.53121577217963,8.22527746797625,7,60,35.8,214.5
7,4,15.35815991237678,5.325964491329923,2,34,23.2,130.7
7,5,12.733844468784229,4.731280252574303,1,31,20.6,109.7
7,6,40.70372398685652,11.973182698536856,11,81,52.1,337.0
7,7,40.70974808324206,11.776925814283352,11,84,51.3,336.2
7,8,53.72398685651698,14.759977157343643,15,107,64.2,440.3
7,9,35.90197152245345,10.534573293073308,6,78,45.8,297.2
7,10,51.1566265060241,14.357952401413218,18,100,62.5,420.6
7,11,48.393209200438115,13.693907770397605,14,99,59.6,398.3
7,12,48.54874041621029,13.971794721067424,12,101,60.8,400.6
7,13,58.547645125958375,16.137429560115628,20,117,70.2,480.1
7,14,41.02245345016429,11.67608677664056,13,80,50.8,338.0
7,15,61.13910186199343,16.893488542574964,20,122,73.5,501.5
7,16,17.754107338444687,6.122162488164282,3,45,26.6,150.9
7,17,22.82475355969332,7.292853365672892,4,50,31.7,191.5
7,18,58.74589266155531,16.190308181468872,18,115,70.5,481.7
7,19,28.180175246440307,8.852388342505776,6,61,38.5,235.8
7,20,33.2513691128149,10.012584453555004,9,75,43.6,276.3
7,21,28.210843373493976,8.603211420184111,8,58,37.4,234.9
7,22,56.02354874041621,15.851260481475784,14,112,69.0,461.1
7,23,20.243702081051477,6.82045885147181,3,44,29.7,171.4
7,24,45.7447973713034,12.831790051723964,14,95,55.8,376.1
7,25,56.3986856516977,15.748811772452717,18,115,68.5,463.3
7,26,33.01807228915663,9.99962748934831,8,68,43.5,274.6
7,27,15.213581599123769,5.4785611137822885,3,40,23.8,130.3
7,28,61.104052573932094,17.064169462884976,16,120,74.3,502.0
7,29,48.51807228915663,13.521366219664268,15,96,58.8,398.5
7,30,28.07995618838992,8.72371437783384,5,65,38.0,234.5
7,31,41.01533406352683,12.100618588200684,10,89,52.7,339.8
7,32,30.66867469879518,9.33934227224974,5,61,40.6,255.3
7,33,48.33515881708653,13.84412011687198,16,102,60.2,398.6
7,34,17.981380065717413,6.168206902799626,2,39,26.8,152.7
7,35,46.04874041621029,13.217395389347065,12,109,57.5,379.9
7,36,53.555312157721794,15.155177486332205,18,106,66.0,440.8
7,37,20.249726177437022,6.6993405875908145,3,46,29.2,170.9
7,38,55.81982475355969,15.220961076057588,15,114,66.2,457.0
7,39,30.61062431544359,9.239526581250416,7,67,40.2,254.5
7,40,20.39485213581599,6.804523540135719,3,47,29.6,172.4
7,41,15.471522453450165,5.359565468359592,2,41,23.3,131.6
7,42,25.43592552026287,7.984402716044822,7,59,34.7,212.8
7,43,35.426067907995616,10.562236146791626,12,71,46.0,293.9
7,44,20.44633077765608,6.8795205478133825,3,45,29.9,173.1
7,45,55.90580503833516,15.873503354610094,18,107,69.1,460.4
7,46,40.82858707557503,12.10224359941317,12,79,52.7,338.5
7,47,15.47918948521358,5.432207815765583,2,38,23.6,132.0
7,48,35.62431544359255,10.650057055459854,9,71,46.3,295.7
7,49,20.40635268346112,6.827121028596754,3,44,29.7,172.6
7,50,45.8236582694414,13.334992959873242,13,92,58.0,378.8
8,1,26.98357064622125,8.676326067986395,7,59,37.8,226.6
8,2,71.6566265060241,19.52144875629902,25,145,85.0,586.6
8,3,45.07612267250821,12.790330657491102,14,104,55.7,371.2
8,4,26.948521358159912,8.324552265146751,7,56,36.2,224.9
8,5,22.427710843373493,7.196610992028768,4,47,31.3,188.3
8,6,71.95837897042716,19.744405648484825,26,140,85.9,589.6
8,7,71.73055859802848,19.32974760240622,29,141,84.1,586.2
8,8,94.46111719605696,25.4148024963656,29,176,110.6,771.8
8,9,63.19331872946331,17.532291280033675,21,134,76.3,518.7
8,10,89.81818181818181,23.90352339895077,32,174,104.0,732.8
8,11,85.4972617743702,22.89306273230243,34,170,99.6,698.1
8,12,85.64403066812706,22.856006913255527,28,158,99.5,699.0
8,13,103.81982475355969,27.25720940041439,35,199,118.6,845.4
8,14,71.60295728368017,19.488516380210577,18,141,84.8,586.0
8,15,108.04764512595838,28.265442910817473,39,200,123.0,879.3
8,16,31.50985761226725,9.66139961394118,6,70,42.0,262.6
8,17,40.2907995618839,11.429559979848444,11,79,49.7,331.8
8,18,103.82037239868563,27.502478913396,43,193,119.7,846.4
8,19,49.446878422782035,14.007499893418348,17,96,61.0,407.1
8,20,58.0460021905805,15.910229944456349,21,127,69.2,475.6
8,21,49.65334063526834,13.96060140444414,17,105,60.8,408.3
8,22,98.91456736035047,26.362475121373723,31,184,114.7,807.1
8,23,35.991785323110626,10.62462574437966,9,75,46.2,298.2
8,24,81.20700985761226,22.081316099770508,28,156,96.1,664.5
8,25,99.2447973713034,26.217170736198288,32,178,114.1,808.8
8,26,58.62212486308872,16.469902248805912,22,114,71.7,482.0
8,27,27.04435925520263,8.335414031028883,8,56,36.3,225.6
8,28,107.8132530120482,28.37897465278865,40,204,123.5,878.2
8,29,85.23165388828039,23.2961988833767,29,172,101.4,698.0
8,30,49.22015334063527,14.14138971987375,15,99,61.5,406.1
8,31,71.97754654983571,19.56583658624771,24,159,85.1,589.0
8,32,54.00492880613363,15.226598134910258,18,111,66.3,444.3
8,33,85.34501642935378,23.130133813251263,31,167,100.7,698.1
8,34,31.730558598028477,9.547327958117496,7,74,41.5,263.7
8,35,80.8433734939759,21.787506849006252,28,150,94.8,660.7
8,36,94.3658269441402,25.047654609271856,37,173,109.0,769.6
8,37,36.02738225629792,10.926369532972076,10,73,47.6,299.7
8,38,98.94797371303396,26.352427638972006,34,176,114.7,807.3
8,39,53.74589266155531,15.108377322277466,18,107,65.7,442.0
8,40,35.995618838992335,10.536042899162515,10,72,45.9,297.8
8,41,27.03614457831325,8.433514825128436,6,60,36.7,226.0
8,42,45.14403066812705,12.902311992759705,12,92,56.1,372.2
8,43,62.9802847754655,17.260982848759195,22,121,75.1,516.0
8,44,36.194414019715225,10.49038654557672,11,75,45.7,299.0
8,45,98.94140197152244,26.390458321464607,34,191,114.8,807.4
8,46,72.00492880613362,19.58046210490206,27,139,85.2,589.2
8,47,27.150054764512596,8.339931506388147,7,61,36.3,226.3
8,48,62.73713033953998,17.534683009786256,20,130,76.3,515.5
8,49,36.03504928806134,10.776274214345827,10,72,46.9,299.1
8,50,80.97207009857613,21.771158193403636,29,154,94.7,661.5
9,1,23.325848849945235,7.687710168523744,4,51,33.5,196.7
9,2,61.792442497261774,16.908202365609956,22,126,73.6,506.1
9,3,38.53504928806134,11.469799698375612,9,80,49.9,319.7
9,4,23.150054764512596,7.593540333172657,6,51,33.0,195.1
9,5,19.27217962760131,6.473115179211064,4,43,28.2,163.1
9,6,61.41237677984666,17.214210126898887,19,125,74.9,504.8
9,7,61.812157721796275,17.05829762497516,16,119,74.2,506.9
9,8,81.28751369112815,22.184729479731185,28,158,96.5,665.6
9,9,54.10569550930997,15.157738667624576,16,110,66.0,444.7
9,10,77.105147864184,20.93724231962572,24,148,91.1,630.9
9,11,73.16867469879519,19.632431208949164,25,137,85.4,597.6
9,12,73.4052573932092,20.050786334172663,27,140,87.3,601.1
9,13,88.51150054764513,23.628659849747464,32,178,102.8,722.4
9,14,61.45837897042716,17.0873555237632,19,123,74.4,504.6
9,15,93.13745892661557,24.610616907203017,30,172,107.1,759.1
9,16,26.997809419496168,8.455199947820969,8,58,36.8,225.8
9,17,34.7486308871851,10.51505435019318,9,74,45.8,289.0
9,18,88.61062431544359,24.079846104822487,33,187,104.8,725.1
9,19,42.58762322015334,12.197203368766775,12,82,53.1,351.2
9,20,49.943044906900326,14.08133081876751,16,100,61.3,410.9
9,21,42.575027382256295,12.266676571461357,13,95,53.4,351.4
9,22,84.86308871851041,22.803625909468284,30,169,99.2,693.3
9,23,30.88170865279299,9.41390545566616,10,62,41.0,257.1
9,24,69.46604600219058,18.7241605675682,26,129,81.5,567.7
9,25,85.13691128148959,23.09835755507874,28,164,100.5,696.5
9,26,50.13307776560789,14.044794523491616,15,94,61.1,412.1
9,27,23.3723986856517,7.53558749175498,4,55,32.8,196.4
9,28,92.78751369112815,25.049403846154824,27,195,109.0,758.5
9,29,73.18784227820372,20.305995741842224,26,141,88.4,600.7
9,30,42.54819277108434,12.387140018100403,12,87,53.9,351.7
9,31,61.604052573932094,16.806859819499394,13,128,73.1,504.4
9,32,46.40470974808324,13.32020649591402,10,92,58.0,382.8
9,33,73.15991237677984,19.97328771732113,20,141,86.9,599.0
9,34,27.07393209200438,8.464883760461563,4,56,36.8,226.4
9,35,69.57667031763417,18.827810473034575,19,126,81.9,569.0
